This is the most soft and luxurious blanket! It melts like butter when you surround yourself with it. It keeps you warm and feels so good against your skin. Wonderful blanket!|5
Bought this for ourselves and are really pleased with it. Enough so, that we wouldn't hesitate to buy one as a gift. Soft, warm, and cuddly.|5
This throw is gorgeous!!! Deep, rich colors and so,so soft. The sale price was fantastic. Highly recommend.|5
Purched 2 twin Velvet Plush blankets to use as bedspreads in my guest room.
Very vibrant color, snuggly soft, much better than I expected for the price.
Was able to find same color window coverings in store. My room has a bright, happy look.|5
Great deal. Worth the buy. Looks just like the picture|5
This throw is gorgeous!!! Deep, rich colors and so,so soft. The sale price was fantastic. Highly recommend.|5
I was looking for something coral to give me that pop of color and these beautiful pillow did it. They are great quality and are nice and fluffy!|4
I bought this blanket a couple weeks ago and washed it 3 times and black fuzz balls are still falling off of it and going everywhere. I have black fuzz over all my clothes. This blanket is horrible quality.|1
Feel very pleased with this item! Now that winter is here, I feel very happy to buy it. A very good item. Love it.|5
Soft, warm, and cuddly. Would definitely purchase again for myself or as a gift.|5
Bought this as a baby blanket...bad idea. This blanket sheds, sheds, sheds...it's been washed twice and still producing tons of lint in the dryer. Hoping it stops b/c it is beautiful and soft as silk and I'd love to be able to use it!|3
I ordered this online and when it arrived, the Doc McStuffins character was already peeling off bag. I will be returning it to the store!|1
I purchased these curtains (in steel blue) today to match an existing bedroom comforter. It matches perfectly and adds just enough color to the room. They provide some shading while allow in some sunlight to shine through. The color on the package is the true color of the curtains. Great buy.|5
Exactly what I wanted, looks great in my bathroom. Love the variety of curtains online and in the store. Very impressive. S&H was a little much though.|5
I bought these panels for my living room and they look fantastic. The price was right, they were delivered on time and they look great!|5
I bought these gorgeous curtains about a month ago. They are great, light comes through nicely. They are not that wide but they are perfect for my windows.|5
I bought these gorgeous curtains about a month ago. They are great, light comes through nicely. They are not that wide but they are perfect for my windows.|5
Beautiful black window panel with grey flowered design makes it more pretty|5
Thgese curtains are beautiful and look great at my windows.|5
I truly thank Burlington.com for having every color in sheers that i was looking for my rooms looks good and i will be ordering more soon i have told my family in Memphis,Tn thanks again.....|5
I saw these curtains and I knew I had to purchase them! I am very pleased with my order|5
These are so much better than I expected....ordered 11 pairs...Very classy looking ...well pleased.|5
The curtains were not as dark yellow as in the picture but they still worked out great.|4
Bought all they had at store and then needed two more, so glad for online site.|5
I needed new bedroom curtains to"lighten up" my look.I wanted a nice light weight curtain with a bit of a design.I also wanted a grommet top.I couldn't find the right look for the right price anywhere so I thought I'd give Burlington online a shot.These curtains are perfect! They were a little narrower than some I'd seen so I just got extra.Love them.|4
They are nice panels, at a great price. But they are not black out though they do keep the cold out nicely. My window is 102 inches wide. I used 3 sets. I have another set to add that might make it better. Other black out sets i have had are entirely blackout, without having to buy extra sets so they bunch up and the fabric overlaps to make a blackout.|4
I had previously purchase the same curtain for 1 window..had been to 2 burlingtons looking for the same color... an off white / ivory. Never found it so decide to take a chance an order online..the curtain I received is a tan color. Cant have one window w white & one window w tan . Will be returning|2
I ordered 2 panels as that was all there was, could have used 4, but it works.|3
I return the curtains looked nothing like the picture. This company needs to have better product detail and a zoom in view of product.|1
Arrived in a timely manner. Looks great. Looks great in the apartment along with the other planter purchased.|5
Arrived in a timely manner. Looks great in the apartment. Well made.|5
I love the way this little stands look in front of my patio door. The plants help bridge the view from outside to inside.|5
Arrived in a timely manner. Looks great. Looks great in the apartment along with the other planter purchased.|5
Arrived in a timely manner. Looks great in the apartment. Well made.|5
I love the way this little stands look in front of my patio door. The plants help bridge the view from outside to inside.|5
We normally don't review items but we were so impressed with this dresser that we had to share!
We purchased this dresser for our nursery. The first one came in the mail and as we took it out of the box we noticed a few pieces were broken, so we returned it to the store and re-ordered. So glad we did! The second one came and it was perfect. The color online is very close to the actual color. The size is PERFECT for the nursery. It has a slight sheen to the finish but doesn't look cheap. It took my husband less than 30 minutes to assemble and he only needed a screwdriver to attach the knobs/handles. We haven't put it to use yet but as of now we couldn't be happier with this purchase.|5
We bought this dresser for a changing table/dresser for our new grandson. Honestly the box sat in your foyer for at least a week , putting off putting it together. When we tackled it, it was so easy to put together and was a sturdy, beautiful dresser!|5
Shipping was fast and it only took my husband 30 minutes to put together! Super easy assembly! Looks nice and appears pretty sturdy. Roomy drawers and nice, different color. Can't wait to put the matching crib together to see the pieces together.|5
We normally don't review items but we were so impressed with this dresser that we had to share!
We purchased this dresser for our nursery. The first one came in the mail and as we took it out of the box we noticed a few pieces were broken, so we returned it to the store and re-ordered. So glad we did! The second one came and it was perfect. The color online is very close to the actual color. The size is PERFECT for the nursery. It has a slight sheen to the finish but doesn't look cheap. It took my husband less than 30 minutes to assemble and he only needed a screwdriver to attach the knobs/handles. We haven't put it to use yet but as of now we couldn't be happier with this purchase.|5
We bought this dresser for a changing table/dresser for our new grandson. Honestly the box sat in your foyer for at least a week , putting off putting it together. When we tackled it, it was so easy to put together and was a sturdy, beautiful dresser!|5
Shipping was fast and it only took my husband 30 minutes to put together! Super easy assembly! Looks nice and appears pretty sturdy. Roomy drawers and nice, different color. Can't wait to put the matching crib together to see the pieces together.|5
I was looking for this toy box on line and found that Burlington had the best deal. Before this I wouldn't have thought to look at Burlington. It also arrived in a few days, good shipping. I like that the toy box has small drawers on the bottom. Just right for Legos.|5
It holds a lot of toys and is very sturdy. It fits nicely in our living room.|5
Love it!!! Very spacious for lots of toys (large and small) and I like the bottom bins for the little toys. Happy that they are just under it and not attached it makes it easier for the kids to put away. Used by two rambunctious two year old boys.|5
This is my 15 month old's first toddler bed. It was easy to assemble and was in great condition and looked just like the online images. She absolutely loves her big girl bed. This is the only reasonably priced toddler bed that was high quality and in the natural wood color that we liked. I would purchase it again 100x over.|5
It looks more expensive than it is. Very fashionable and clean. The assemble took sometime and was NOT clear enough (I had to disassemble a few parts because the images were not clear). Also, I must say that it doesn't see like it has the best back support but with a great mattress at this age it should be fine.|5
This is my 15 month old's first toddler bed. It was easy to assemble and was in great condition and looked just like the online images. She absolutely loves her big girl bed. This is the only reasonably priced toddler bed that was high quality and in the natural wood color that we liked. I would purchase it again 100x over.|5
It looks more expensive than it is. Very fashionable and clean. The assemble took sometime and was NOT clear enough (I had to disassemble a few parts because the images were not clear). Also, I must say that it doesn't see like it has the best back support but with a great mattress at this age it should be fine.|5
This is my 15 month old's first toddler bed. It was easy to assemble and was in great condition and looked just like the online images. She absolutely loves her big girl bed. This is the only reasonably priced toddler bed that was high quality and in the natural wood color that we liked. I would purchase it again 100x over.|5
It looks more expensive than it is. Very fashionable and clean. The assemble took sometime and was NOT clear enough (I had to disassemble a few parts because the images were not clear). Also, I must say that it doesn't see like it has the best back support but with a great mattress at this age it should be fine.|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
This bookshelf is very well made and just beautiful. It looks hand-picked and hand-carved. For the price it is a great deal. The shelves are wide and strong. The drawer below is a nice feature. The only thing I wish the drawer had were tracks because it just goes in the slot with no tracks.|5
It doesn't take up to much room. I'm very pleased with this|5
I bought this bed for my 4 year old little girl and she loves it. It is a very well made bed and is very easy to put together.|5
I bought this a week ago for my daughter. It was easy to put together by myself.|5
I bought this bed for my 4 year old little girl and she loves it. It is a very well made bed and is very easy to put together.|5
I bought this a week ago for my daughter. It was easy to put together by myself.|5
Everything about the chair we purchased met or exceeded our expectations. It has the appearance of regular furniture but sized for a child. Our granddaughter loves it.|5
A great buy. I bought one for my son in store and 2 more this Christmas for my nephews. They love it. It is the perfect size for a toddler. I just wish they had more color options|5
I bought this 2 weeks ago, love them. Everyone compliments me on them|5
I bought this about a month ago and I've received so many compliments on it. I recommend this 100%.|5
It was shipped on time and I love the beds for my girls|5
We bought this dresser for our baby room..It was a great desision|5
Nice and sleek. Coordinates with my real leather furniture.|5
We bought these for our children for Christmas and the one was busted and the other wont recline. I was looking to exchange them and they are now out of stock.|1
Very nicely made & good strong quality product. My kids really liked it & easy to clean|5
Great Quality. Just imagine adult furniture shrunk down to kid size. Adorable!!|5
I bought this for my granddaughter's 2nd birthday...she loves it and I love it....very sturdy and made so well....so beautiful.....very happy with this purchase....|5
My granddaughter lovesi t. She watches TV. on it and just sits on the chair. It is everything I was expecting.|5
I ordered this for my granddaughter to put in my parents house so she would have her "own chair". We all love it so much that I ordered another one for my house.|5
I bought this chair for my son and he absolutely loves it! This is a great chair for a great price!!|5
I purchased the rocking chairs for Christmas presents for my twin grandsons because they are low to the floor and I had bought one years ago for my other grandson and he loved it and used it everyday up to until he turned 6. I hope they get as much use out of them also.|5
My son loves this bed - it's great quality and very sturdy. Looks great in his room|5
It's the perfect size and seems to be very well made|5
It's the perfect size and seems to be very well made|5
I purchased this desk for my 10 year old grandson because of the bookcase feature and it was a great solution for his smallish bedroom. The desk fits him perfectly and the bookcase holds the books he is interested in now. It won't accommodate every book he owns but it is adequate for what he is reading now and has read recently. It was easy to assemble and seems to be sturdy. Excellent choice for his room.|5
I love this table and chair set in my daughter's room, it is so lovely in white and seems really strong. It's a great size, not too big and not too small. She is almost 2 and loves to sit and color and have tea parties on it and I expect it will last well for many years.|5
Bought about a week ago still standing strong. Daughter loves it.|5
Love this vanity - doesn't take too much room - perfect for a child - easy to assemble - sturdy good quality wood - recommend this vanity...|5
Having this changing table has been such a relief on my back! And it matches our Dream On Me folding crib beautifully, too.|5
We cannot believe the quality.
It is heavy so the stools do not tip and the table is large and feels much more expensive than it was. Colors are bright and fun. There is truly no other set like this one.
I love this company called LOLLY&ME.....They seem to really get design and value.|5
I was very pleased with the chair that I purchased! The price was right and the chair was more then what I expected! It just right for the little children. Thank you! I hope to purchase another one in the near future.|5
It shipped quickly and it was exactly what I was looking for. You can't beat the price and I'm so excited to give it to my 1 year old for Christmas. It's the perfect size.|5
This was better quality than I thought it would be for the money granddaughter loved it|5
Darling fabric--pink gingham--seems sturdy, wood legs, good sise for a 1-3 yr old. Only thing that should be different is to have a sturdy backing underneath the fabric in the back-- could puncture easily through fabric.|4
I bought this chair upholstered in denim for my 18 mo old daughter for Christmas. I am very impressed with the quality if material. The denim is a heavy weight dark indigo. It reads more modern and less country (which we like.) The upholstery is tight. No wrinkles. The foam is firm and smooth. The construction is sturdy. The price is a bonus too! The best value around!|4
I bought this chair for my Grandson for Christmas. I could not believe the quality of this chair for the price I paid. It is very well built, looks like I paid much more for it and my Grandson loves it!|5
This chair is everything it says it is. Very nice construction - material is nice and taut on the chair. Can't wait to give it to my nephew for Christmas - he will love it.|5
Love this chair. Very sturdy. My 2 year old loves to kick back in it|5
Super cute and great construction!!! Can't wait to give it to my granddaughter!!!|5
It really looks pretty cheaply made and there are several flaws|3
This sofa is great, so comfy, cute, affordable my daughter loves it!|5
I Bought this for my 1 year old grandson for Christmas. It is adorable. I know he will love it.|5
I was looking for a small chest of drawers with open space below, and this piece fits the bill perfectly! Easy to assemble (just screw in legs and base), attractive (buttermilk off-white color with nice dark hardware), and low profile (13" deep). Good value for the money!|5
This is a nice table. Quality material, not cheap particle board. Easy to put together, just screw the legs and bottom shelf on. The drawers stick a bit and it's a little wobbly but overall it's a good piece. I had my eye on this piece at other stores, but Burlington had the best price. Shipping was fine, came on time with no damage. I'd recommend this product if you're considering it.|4
we got the bed in great time,it was a gift for our grandson,he loved it! we are absolutely pleased in the overall experience with shopping online with burlington coat factory!!!|5
Easy to put together, took me about 30 mins to do so. My little one loves it. I have even later on it a few times to put her to sleep and is sturdy.|5
Nice Bed fairly easy to put together but had a problem with some of the screws not fitting so far it's been no problem|4
I bought this toddler bed 2 weeks ago and was so happy with it! I couldn't believe the amazing quality and style.|5
took no time to get to me, easy to put together and once i did, my 1 y/o loved it!|4
