I purchased two of these for my 4 and 7 year old boys. They loved the camo! I was disappointed to see that while the tie length was correct for them the neck was too big and the velcro placement didn't allow for a tight enough fit so both of them had the knot of their ties hanging down an inch or two below where they should have been. I sew so I may add additional velcro so they can be tightened up appropriately but I shouldn't need to. Given the price I feel like I had to give two stars rather than one.. I guess I got what I paid for.|2
Not all the socks match in size. He can only wear six out of 10 pairs.|1
My son is very happy with them love them so much hes happy|5
Love the feel of the material. Sizing was accurate and the item washes well.|5
Love my new back pack! It has so many compartments enough room for my text books! And laptop!|5
I've had this since September and love it! Everything fits nicely. Has a space for my laptop and tablet|5
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
I bought this for my grandson Brancen at xmas and we both koved it.|5
Bought it for my son for a trip to Utah in the snow. He was warm and dry the whole time! Well worth it!|5
Bought this jacket a few weeks ago for my 9 year old son. Bought a size large, it's a little too big but any added layering and it's perfect. Also will fit perfect for the new fall/winter this year! Great deal, gear buy!|5
I bought this for next Christmas for my grandson, so it's not been worn yet. It looks and feels like it will definitely keep him warm. I like the style, the choice of colors, and especially the price offered here.|5
I bought the double jacket to replace a similar one my son had for 2 years n grew out off. When he put it on one 32 degree day, said wow really warm, n loved it. Best Buy and very versatile.|5
Great Coat; the 3-1 feature allows him an option to wear the coat and the vest or just the vest with a hoodie|5
I was trying to find a good quality coat for my son in the burlington store but there was only two left that he couldn't fit, so I went to the site and it has more of a selection. Glad I ordered online. I would Definately recommend this coat!|5
Got it as a Cmas gift, I LOVE IT! Looks very warm and perfect for cold cold weather!|5
great jacket. I love the style of the jacket with the hood|5
Jacket is perfect. Keeps your chest warm, while not making you feel to bundled.|5
I bought this for my son who absolutely loves it! He says it's comfy and warm.|5
I purchased these jackets for Christmas. I'm sure they will love them. I do.|5
I received my order in a timely matter along with item I ordered it's a perfect fit and my son is enjoying it|5
I bought this coat for my little girl and she loves it. She likes to wear it when it rains because it is water proof.|5
I purchased several items. All were excellent. Love the coat. My nefew will enjoy it.|5
It fit my son wonderfully for the cold weather that's coming soon in my city it's perfect.|5
It's made perfect really strong hefty jacket loved it|5
Brought this for my 7 year old son and it fits great! Very warm !|5
I got it for my 5 year old last week and he was very very happy to wear it. He loves the color and the jacket.|5
I bought this jacket last winter for my son. He loved it the second he put it on and when we were sledding he always said he was very warm. Somehow we lost it and thankfully I found it here, reordered it right away street a long day of online searching. This jacket was the best jacket I got my son I had to get him another one. If you want your little one to stay warm search no further.|5
Picked up this Jacket for my grandson. Was pleasantly surprised when I seen that the lining was warm and extremely soft.|5
I bought this for my grandson. Absolutely love it. I trust London Fog to keep him warm and you can't beat the price.|5
These were very nice snow pants. Better than I expected and te price was great too.|5
Just what i was looking for in a lightweight jacket for my grandson. He loves it.|5
Bought for my grandson he loves it. good value, would buy again.|5
Bought for my son and he loves it. He likes the hood and it keeps him warm.|5
I PURCHASED 2 OF THESE COATS FOR MY 4 & 5 YEAR OLD GRANDSON'S. THE WOOL BLEND MATERIAL REALLY KEEPS THEM WARM AND THE STYLE CAN BE WORN FOR DRESS OR CASUAL.|5
My kids loved these fleece hoody's. They tell me they r warm but not baulky and uncomfy.|4
Excellent buy! It looks great and the quality is excellent. Very happy with purchase.|5
This is a wonderful purchase, great quality! Material is perfect!|5
I bought this for my son. Jacket is much better looking than the pic shows. Seems warm and looks nice. The only issue is that I came to me with a hole in the collar and none of the stores have a replacement and they are out of the correct size online. I have waited three weeks and they haven't gotten any more in stock.|4
I got this jacket for my son when we had the sudden change in the Texas weather it was a perfect fit and it met all expectations! !|5
Purchased this coat for my 11 year old son, hes about 5'5 and around 115 pounds and it fits perfectly. Midwest winters can be harsh and the coat is so warm an heavy.|4
My grandson loves this coat.It's very warm and his favorite part is all the pockets.|5
I bought this coat and I loved it....this was my first time shopping with Burlington....great choice|5
Gave To My Wife's Grand Son, As A Christmas Gift.. An He Loved it !!!|3
We purchase the coat for our nephew and he love it.|4
Just brought the coat for my nine year old, and he loves it.|4
Just brought the coat for my nine year old, and he loves it.|4
I bought this jacket because it looked very warm and heavy enough to block any wind or cold. I was correct my son is nestled in and it is very durable|4
I purchased this coat about 2 weeks ago, and when boy tried it on, he loved it!!! mostly because of the vest included.|4
I thought this coat had more installation. It was too light for very cold temperatures. Good for mild cold days.|3
I bought this coat in hopes it'll last my sons a couple years. When my son wore it once the zipper would go up but unzip while the zipper was up. I'm very unsatisfied with your product!|2
Colors were exactly what we were looking for! And can't beat the price!|5
Love the color of the shirt in it was exactly as the picture .|5
I purchased this item for my grandson and he looked so handsome! The quality was good and the size was perfect. So glad I tried your company!|5
I bought these shirt for my son to wear to church and they look great.|5
Purchased this as a gift for my sons, they fit everywhere but the sleeves which are about a half inch minimum too short|3
I ordered these dress pants for my grandson. All tho he has not worn them yet, they are very nice pants.|5
I bought these pants for my 13 year old son. They fit Perfectly.|5
I bought this suite it fits my son good and it looks very expensive.|5
grandson have different suit to wear for church now he love this as well|5
I purchase all of my grandson suits from Burlington and they fit so perfect the styles are updated and there is a large selection to choose from|5
I bought this for my son and wasn't sure about the color but when I got it it was perfect. It fit just right and looks great.|5
I bought this for my grandchild and I was so happy when I received it, it looks the same as in the photo.|5
Love the color of the shirt in it was exactly as the picture .|5
I purchased this item for my son, and am very pleased with the quality of the fabric , the style and the color.|5
Met all my expectations. Very satisfied. My boys are happy.|5
I bought this for my son for the holidays and it's so handsome on him! It fit him very nicely too.|5
We got this outfit for my son for the holidays he really liked it, it was at a great price and just what we were looking for.|5
Colors were exactly what we were looking for! And can't beat the price!|5
Bought a 3T for my slender sized toddler and it was a perfect fit. Better than options and sizing at mens warehouse.|5
I ordered this suit for my son. I was very impressed!|5
Looks great on my son, came quickly and beautiful colo|5
I bought this for my 20 months. Great great quality!!! It's still a lil big for him but that was my goal. Am sure he is going to get a lot of wear out of it. Love!|5
Love the fit, I got the suit for my great grandson, he loves it|5
I bought this for my four-year-old son and he absolutely loves it looks like such a little man|5
Bought for my upcoming wedding. Colors are perfect.|5
Purchased pants for grandson to wear in a wedding,was so excited of the price and added belt.look real nice would recommend.|5
I purchased this item for my grandson and he looked so handsome! The quality was good and the size was perfect. So glad I tried your company!|5
I could not find any suit for my slim fitted son. I finally took a chance and order it online through Burlington. The suite perfect and the quality is better than expected!|5
I want very pleased with my order at burlington coat factory looking forward to shop there again.|5
Great suit & great price, purchased for my son for prom.|5
Sizing is accurate. Fits my son perfectly. Clean lines.|4
I purchased this suit for my son for Easter we loved it|5
I bought these shirt for my son to wear to church and they look great.|5
Purchased this as a gift for my sons, they fit everywhere but the sleeves which are about a half inch minimum too short|3
The suits I bought for my two ring bearers... the pin stripe was much more blue than the picture and much more busy, however the yellow shirt and bowtie are perfect so I will be using those! Great price for a decent quality!|3
I thought the suit was very nice but every year and day it's the same color black, and it's always the husky sizes that gets no variety of color options. I would like to see a nice light blue or purple, and how about even peach for the spring. Husky size should have different colors too just like the regular sizes.|2
I bought this suite for my son first holy communion and it was true to size and a true husky size|5
I am looking for a navy blue husky size 16 suit for my son. I thought I had hit the jackpot but glad I read the decription.|3
I bought this suit for my son after reviewing the size chart. It's about 3 sizes smaller then the chart said it should be.|1
I thought the suit was very nice but every year and day it's the same color black, and it's always the husky sizes that gets no variety of color options. I would like to see a nice light blue or purple, and how about even peach for the spring. Husky size should have different colors too just like the regular sizes.|2
I bought this suite for my son first holy communion and it was true to size and a true husky size|5
I am looking for a navy blue husky size 16 suit for my son. I thought I had hit the jackpot but glad I read the decription.|3
I bought this suit for my son after reviewing the size chart. It's about 3 sizes smaller then the chart said it should be.|1
Bought this suit in size 3T. Same size I bought in another suit that fit great! The jacket and shirt were perfect, but the pants were HUGE! You could fit two 3 year olds in the pants. They were labeled 3T, but that could not be accurate! Ended up having to return it all! :(|2
The item was not what I needed. It runs big but does not have value with the pants.|1
I purchased a suit for my great grandson in a size 4T, what I received was a size 4. The price tag on the suit was clearly marked size 4T, after looking at the suit I noticed the tag on the suit was a size 4. At this point I will NEVER order anything from Burlington. I would recommend this to a friend however I would suggest they don't order online.|1
Not only is this a beautiful coat, it is also warm. I purchased this for my 83 year old aunt who needed a warm coat that had a nice lining and that she could wear a sweater with; this coat fits the bill. Love it!! Would highly recommend.|5
I bought this a few weeks ago when it wasn't very cold so I didn't wear it. The cold weather set in and it's comfortable, warm, and to my surprise had the thumb hole cutouts in the grey part of the cuff. I won't be cold in this coat. It's one of the few partial down filled coats I could find for the price I paid. Love it!|5
I've been wearing the same coat since 2007, while searching for another option that's just as warm. This coat is a pleasant surprise. I was too hot in it, one cool day. It's fashionable and functional. Love the double zipper and fur-like lining on the wrists and upper back.|5
Very good buy price is right and very warm and love it, you won't be disappointed|5
I like the color. I am a little over 5 feet so it fits long but it's warm.|5
Love love love love it.... what you see is definitely what you get|5
It fits as expected. Will be warm and cozy ! Nice purchase.|5
Coat is super comfortable and warm! And stylish too :)|5
This coat is not bulky but it's warm. The hood can be tightened so if it's very windy it won't blow off your head. Just a great looking and functional cost.|5
I bought this coat about a month ago and I just love it. It is so warm and so very comfortable. It is true to size, it fits great. It really is waterproof and the hood is lined so I don"t have to wear a hat on those cold, cold winter nights. This is by far the best winter coat I have ever owned.|5
i bought this a few weeks ago and i am tremendously pleased. Size is perfect and comfortable. Hood is also great addition to warm lightweight jacket.|5
Really like it. The way it fits glad I got a size bigger.|5
This is a beautiful coat. I sew so am making the hood a collar as i dont like hoods But is is very thick and nice faux fur I am thinking of buying another one at this price|5
My wife has received so many compliments on her coat and it keeps her nice and warm. It looks so rich and like the real thing.|5
I bougth it for my wife and she was very, very happy.|5
I've worn it daily since I got it and love it. Great color and weight!|5
I've been looking for a coat like this for a long time and finally found it at Burlington. Very stylish, comfortable and practical. It can be worn in all seasons. The only thing I would have changed is snaps instead of buttons, as this is a classic raincoat and the buttons will probably fall off before it's worn out!|5
This coat came beautifully packaged. It is lightweight but because of the lining provides warmth as well. You can zip it closed, snap it closed or both. The lining comes out for warmer weather wear. I love coats with hoods. This one can also be detached. Great purchase and nice quality for the reasonable price!|5
Runs large, can't return in store, will keep you warm for sure.|3
This 3 in 1 jacket was exactly what I was looking for. The colors are vibrant, the fit perfect, the materials high quality, and the style versatile to accommodate winter temp ranges. It keeps me toasty warm in the coldest of Minnesota days. Bottom line is that I love it!|5
I needed a good warm jacket and hadn't bought one in years. Hated going to stores. This was perfect. And I can take it apart when the weather is warmer. Great!|5
Great jacket that's has removable inner shell that can be worn. Very warm!|5
Fit great looked great and fair price! Big selection to choose from, price wise as well.|5
Nice looking jacket for any occasion, light enough for summer also|5
I was looking for this coat because I liked it int he other store, but they had only 2 sizes larger. Found in Burlington my size with a great price. But unfortunately it turned too big and I had to return it. Beautiful, lighrweight, but runs large.|5
Happy with coat wished it was available in another color - I would order|5
The lining is really nice to the skin, much warming than I thought on a winding day, and the arm length is what I needed.|5
The silk lining she likes
The color combo she loves
Durable zipper / snaps
Thick
Affordable|5
I bought this rain coat two weeks ago . I absolutely love it . It's so comfy & flexible and soft , unlike other stiff rain coats . The only this is this one doesn't have hood , but to be comfortable is important to me and its fine I just use my umbrella anyway ! Love Love this coat|5
This coat is amazing it fits comfortably, it warm and it looks great.|5
I live in North-western Wisconsin and I bought this jacket for "in-between" weather. It's great for that! It is very stylish, comfortable, and warm. The gathering in the back gives it a nice shape.|5
I shop Burlington all the time so decided to give the on-line catalog a look to see if they had anything different than the store for coats. I bought this one and have to say that I am so pleased with it. It arrived on time and it fits perfectly. It is hard to find something that runs true to size in the arms and length. I love my new coat! PS, it is very warm.|5
I bought this jacket for my mother and she loved it!|5
