Not only is this a beautiful coat, it is also warm. I purchased this for my 83 year old aunt who needed a warm coat that had a nice lining and that she could wear a sweater with; this coat fits the bill. Love it!! Would highly recommend.|5
I bought this a few weeks ago when it wasn't very cold so I didn't wear it. The cold weather set in and it's comfortable, warm, and to my surprise had the thumb hole cutouts in the grey part of the cuff. I won't be cold in this coat. It's one of the few partial down filled coats I could find for the price I paid. Love it!|5
I've been wearing the same coat since 2007, while searching for another option that's just as warm. This coat is a pleasant surprise. I was too hot in it, one cool day. It's fashionable and functional. Love the double zipper and fur-like lining on the wrists and upper back.|5
Very good buy price is right and very warm and love it, you won't be disappointed|5
I like the color. I am a little over 5 feet so it fits long but it's warm.|5
Love love love love it.... what you see is definitely what you get|5
It fits as expected. Will be warm and cozy ! Nice purchase.|5
Coat is super comfortable and warm! And stylish too :)|5
This coat is not bulky but it's warm. The hood can be tightened so if it's very windy it won't blow off your head. Just a great looking and functional cost.|5
I bought this coat about a month ago and I just love it. It is so warm and so very comfortable. It is true to size, it fits great. It really is waterproof and the hood is lined so I don"t have to wear a hat on those cold, cold winter nights. This is by far the best winter coat I have ever owned.|5
i bought this a few weeks ago and i am tremendously pleased. Size is perfect and comfortable. Hood is also great addition to warm lightweight jacket.|5
Really like it. The way it fits glad I got a size bigger.|5
This is a beautiful coat. I sew so am making the hood a collar as i dont like hoods But is is very thick and nice faux fur I am thinking of buying another one at this price|5
My wife has received so many compliments on her coat and it keeps her nice and warm. It looks so rich and like the real thing.|5
I bougth it for my wife and she was very, very happy.|5
I've worn it daily since I got it and love it. Great color and weight!|5
I've been looking for a coat like this for a long time and finally found it at Burlington. Very stylish, comfortable and practical. It can be worn in all seasons. The only thing I would have changed is snaps instead of buttons, as this is a classic raincoat and the buttons will probably fall off before it's worn out!|5
This coat came beautifully packaged. It is lightweight but because of the lining provides warmth as well. You can zip it closed, snap it closed or both. The lining comes out for warmer weather wear. I love coats with hoods. This one can also be detached. Great purchase and nice quality for the reasonable price!|5
Runs large, can't return in store, will keep you warm for sure.|3
This 3 in 1 jacket was exactly what I was looking for. The colors are vibrant, the fit perfect, the materials high quality, and the style versatile to accommodate winter temp ranges. It keeps me toasty warm in the coldest of Minnesota days. Bottom line is that I love it!|5
I needed a good warm jacket and hadn't bought one in years. Hated going to stores. This was perfect. And I can take it apart when the weather is warmer. Great!|5
Great jacket that's has removable inner shell that can be worn. Very warm!|5
Fit great looked great and fair price! Big selection to choose from, price wise as well.|5
Nice looking jacket for any occasion, light enough to befor summer also|5
I was looking for this coat because I liked it int he other store, but they had only 2 sizes larger. Found in Burlington my size with a great price. But unfortunately it turned too big and I had to return it. Beautiful, lighrweight, but runs large.|5
Happy with coat wished it was available in another color - I would order|5
The lining is really nice to the skin, much warming than I thought on a winding day, and the arm length is what I needed.|5
The silk lining she likes The color combo she loves Durable zipper snaps Thick Affordable|5
I bought this rain coat two weeks ago . I absolutely love it . It's so comfy & flexible and soft , unlike other stiff rain coats . The only this is this one doesn't have hood , but to be comfortable is important to me and its fine I just use my umbrella anyway ! Love Love this coat|5
This coat is amazing it fits comfortably, it warm and it looks great.|5
I live in North-western Wisconsin and I bought this jacket for "in-between" weather. It's great for that! It is very stylish, comfortable, and warm. The gathering in the back gives it a nice shape.|5
I shop Burlington all the time so decided to give the on-line catalog a look to see if they had anything different than the store for coats. I bought this one and have to say that I am so pleased with it. It arrived on time and it fits perfectly. It is hard to find something that runs true to size in the arms and length. I love my new coat! PS, it is very warm.|5
I bought this jacket for my mother and she loved it!|5
