These are good for everyday wear and for sports. My girls love them!|5
Too many plain panties in pacjage. I would have liked all panties to have image|5
These bras are beautiful and look great on my young granddaughters|5
Great for young girls just starting to wear intimates|5
Looks great in my little girl's hair and she loves the colors|5
I brought this for my grand daughter for Christmas, I'm sure she will Love it.|5
Bought it for my 9 year old daughter, she love it. She loved how it folds and goes right into her purse. There's plenty of makeup.|5
I was going to give it to my daughter but I ended up keeping myself. the style reminded me of my old backpack as a kid. It has a lot of room for a weekend get away.|5
These socks are super warm my little girl hates to take them off.|5
Granddaughter loves it. Beautiful just as described|4
oh my kid just love this top!! she show all her friends. and our family too.|5
My daughter has been begging for silver high tops and I found these online for so cheap! She loves them so much that she doesn't want to ever get a scratch on them!|5
My daughter loves that hoodie. She fell in love with it the moment she seen it.|5
I thought the fabric, colors and style are perfect for Spring into Summertime weather!
My Grandbaby Girl loves this top!|4
I put these on and after one mile of walking they started rippling apart. They are one size bigger than what I wear so it wasn't because the were too small, these are the worst leggings I have ever purchased.|1
This was the best find ever for my daughter. She goes to a private school and needed a rolling backpack for the upcoming school year. I love the everyday prices along with the quality that your getting for your money. They always have great customer service in the stores and very easy experience online. I love Burlington and always find bargains for my family without hurting the bank. Keep it up!|5
I bought this for a cruise that requires an airline flight as well. Has plenty of room, light weight and easily handled by a 3 yr old.|5
Exactly what I wanted. Good quality. Granddaughter will love it.|5
This was the best find ever for my daughter. She goes to a private school and needed a rolling backpack for the upcoming school year. I love the everyday prices along with the quality that your getting for your money. They always have great customer service in the stores and very easy experience online. I love Burlington and always find bargains for my family without hurting the bank. Keep it up!|5
I bought this for a cruise that requires an airline flight as well. Has plenty of room, light weight and easily handled by a 3 yr old.|5
Exactly what I wanted. Good quality. Granddaughter will love it.|5
Arrived quickly and it's hilarious and big enough to fit a lot of stuff!|5
Its pretty cool i cant wait till we go on vacation|5
I was going to give it to my daughter but I ended up keeping myself. the style reminded me of my old backpack as a kid. It has a lot of room for a weekend get away.|5
I bought this suitcase for my 4 year old son and he loved it. It's small enough he can carry it himself but large enough to carry a couple suits of clothes and his toys.|5
The luggage was delivered 2 days early and in good condition. The luggage passed with flying colors. Very durable I love it.|5
Bought this for my grandson for a Christmas gift. They are going to Disney in January, It should be great for him!|5
Colors are beautiful and it's a great size for children. We bought it for my 8 year old nephew and he loves it.|5
I bought a small lugagge for my kid. It was an execellent deal!|5
My nephew loved the suitcase, but Burlington needs to do a better job in the packing department. It had a few scratches on the back part of the case. Unfortunately, I opened the box with my nephew and he didn't care about the scratches like I did.|4
This was the best find ever for my daughter. She goes to a private school and needed a rolling backpack for the upcoming school year. I love the everyday prices along with the quality that your getting for your money. They always have great customer service in the stores and very easy experience online. I love Burlington and always find bargains for my family without hurting the bank. Keep it up!|5
I hate when I order an Item and it doesn't look like the picture.
I was worried about that since they offer two designs but it was exactly as shown.
